MEMBER;PRODUCT ID;MEMBER_PRODUCT_ID;NAME_DEFAULT;UPLOAD THIS BRAND;PRIMARY_CATEGORY_ID
SEATTLE;10012-0000-65115;a128X00000DNALgQAP;Ann Taylor Burgundy 'Julie' Tro users WMNS Sz 6T;Ann Taylor;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-65156;a128X00000DNAR9QAP;Ann Taylor Cheetah-Print 'The S kinny' High-Rise Skinny Jeans WMN Sz 00;Ann Taylor;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-41009;a128X00000DL6vFQAT;Ann Taylor Straight Mid Rise Dr ess Pant NWT Sz 8P;Ann Taylor;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-92050;a128X00000EDYDVQA5;Ann Taylor Loft Grey Double Bre asted Wool Sweater Jacket WM M;Ann Taylor;womens-sweaters-collared
SEATTLE;10012-0000-13400;a128X00000DSXMcQAP;Ann Taylor Womens Blue Pullover Turtle Neck Long Sleeve Sweater Size M;Ann Taylor;womens-sweaters-collared
SEATTLE;10012-0000-55157;a128X00000DMN37QAH;Ann Taylor Black Short-Sleeve B utton-Up WMN Sz 12;Ann Taylor;womens-tops-blouses-button-ups
SEATTLE;10012-0000-95598;a128X00000EDjFHQA1;Ann Taylor Grey Cotton 1 Button Blazer WM L;Ann Taylor;womens-tops-blouses-button-ups
SEATTLE;10012-0000-10459;a128X00000DSMJFQA5;Ann Taylor Womens Blue Comfort Full Sleeve Collared Button Up Shirt Size 0;Ann Taylor;womens-tops-blouses-long-sleeve
SEATTLE;10012-0000-33196;a128X00000DxYOzQAN;Ann Taylor Pink Knit Sweater WM L;Ann Taylor;womens-tops-blouses-sleeveless
SEATTLE;10012-0000-52541;a128X00000DMCcEQAX;Ann Taylor Women's Nylon Green Sleeveless Shirt Top Size M;Ann Taylor;womens-tops-blouses-sleeveless
SEATTLE;10012-0000-108051;a128X00000DcGN5QAN;Ann Taylor Long Sleeve Shirt Sz L;Ann Taylor;womens-tops-blouses-t-shirts
SEATTLE;10012-0000-4701;a128X00000DRw7YQAT;Ann Taylor Fabric/Leather Rhine stone Buckle Size 6.5 Heels;Ann Taylor;womens-shoes-heels
SEATTLE;10012-0000-4599;a128X00000DRvwGQAT;Ann Taylor Fabric/Leather Size 6.5 Heeled Flats;Ann Taylor;womens-shoes-heels
LOSANGELES;10014-0000-5340;a128X00000DGigSQAT;Ann Taylor Loft Women Pants S B lack;Ann Taylor;womens-bottoms-casual-pants
LOSANGELES;10014-0000-109852;a128X00000DuGscQAF;Ann Taylor Women Purple Dress P ants L;Ann Taylor;womens-bottoms-dress-pants
LOSANGELES;10014-0000-120836;a128X00000DuV85QAF;Ann Taylor Loft Women Dark Blue Skirt L NWT;Ann Taylor;womens-bottoms-skirts
LOSANGELES;10014-0000-1306;a128X00000DGdegQAD;Ann Taylor Dress Small ;Ann Taylor;womens-dresses-sleeveless
LOSANGELES;10014-0000-42993;a128X00000DHR6SQAX;Ann Taylor Leopard Sleeveless B louse 10P;Ann Taylor;womens-tops-blouses-sleeveless
LOSANGELES;10014-0000-64962;a128X00000DtMfwQAF;Ann Taylor Women Rose Dust Slee veless L;Ann Taylor;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-58627;a128X00000B8rCuQAJ;Anne Taylor Loft Black Dress ;Ann Taylor;womens-dresses-maxi
MILWAUKEE;10013-0000-58703;a128X00000B8rIOQAZ;Anne Taylor Loft Ruched Side Sw eater Dress;Ann Taylor;womens-dresses-midi
MILWAUKEE;10013-0000-58675;a128X00000B8rGNQAZ;Anne Taylor Loft Striped Dress ;Ann Taylor;womens-dresses-midi
MILWAUKEE;10013-0000-58723;a128X00000B8rJvQAJ;Anne Taylor Loft Fit Flared Tex tured Cap Sleeve Pink;Ann Taylor;womens-dresses-mini
MILWAUKEE;10013-0000-59540;a128X00000B8sNeQAJ;Anne Taylor Grey Geometric Prin t;Ann Taylor;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-61023;a128X00000B8uHsQAJ;Anne Taylor Marron Button Up Bl ouse;Ann Taylor;womens-tops-blouses-button-ups
MILWAUKEE;10013-0000-61844;a128X00000B8vCFQAZ;Anne Taylor Loft Black Long Sle eve Turtleneck;Ann Taylor;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-57727;a128X00000B8q9kQAB;Anne Taylor Loft Gray Striped S weater Top;Ann Taylor;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-60992;a128X00000B8uF9QAJ;Anne Taylor Black Crop Bow Tie Waist Top;Ann Taylor;womens-tops-blouses-t-shirts
MILWAUKEE;10013-0000-57777;a128X00000B8qDDQAZ;Anne Taylor Loft 4 Button Top ;Ann Taylor;womens-tops-blouses-t-shirts
COLORADO;10011-0000-4353;a128Z00000YDRT5QAP;Anne Klein Women's Burgundy Coa t Size L;Anne Klein;womens-coats-jackets-fleece-nylon
COLORADO;10011-0000-5704;a128Z00000YDaqvQAD;Anne Klein Womens Yellow Long S leeve Pockets Casual Tunic Button Up Shirt Size M;Anne Klein;womens-tops-blouses-button-ups
COLORADO;10011-0000-9128;a128Z00000YDmXwQAL;Anne Klein Women's Black Wedges Size 8.5;Anne Klein;womens-shoes
COLORADO;10011-0000-22496;a128Z00000YEI4NQAX;Anne Klein Akhelissa Shoes Size 7M;Anne Klein;womens-shoes-flats
COLORADO;10011-0000-9209;a128Z00000YDmbyQAD;Anne Klein Sport Women's Blue D ress Wedges Size 8.5;Anne Klein;womens-shoes-heels
MILWAUKEE;10013-0000-4024;a128X00000CXxnRQAT;Anne Klein Black and White Woma n's Dress Skirt Size 16;Anne Klein;womens-bottoms-skirts
MILWAUKEE;10013-0000-58643;a128X00000B8rE2QAJ;Anne Klein Size 4 Black/White J acket;Anne Klein;womens-coats-jackets-jean
MILWAUKEE;10013-0000-58715;a128X00000B8rJCQAZ;Anne Klein Fit Flare Blue Black Batik Pattern;Anne Klein;womens-dresses-maxi
MILWAUKEE;10013-0000-13173;a128X00000CY8SUQA1;Anne Klein Red Cashmere Button Up Long Sleeve Cardigan Sweater Size M;Anne Klein;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-12670;a128X00000CY7rEQAT;Anne Klein Red Tank Top Size 10 ;Anne Klein;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-19143;a128X00000CYFfzQAH;Anne Klein Women's Cream Color Sleeveless Top sz L;Anne Klein;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-4048;a128X00000CXxpSQAT;Anne Klein Black White Stripe P ocket T Shirt;Anne Klein;womens-tops-blouses-t-shirts
MILWAUKEE;10013-0000-20157;a128X00000CYGizQAH;Anne Klein Akholmer Moccasins S andal Shoes Navy Blue Women's Size 9W;Anne Klein;womens-shoes
SEATTLE;10012-0000-108195;a128X00000DcGfzQAF;Anne Klein Pants Sz 12 ;Anne Klein;womens-bottoms-casual-pants
SEATTLE;10012-0000-88676;a128X00000EDNUXQA5;Anne Klein White Woven Bottoms Size 14 NWT;Anne Klein;womens-bottoms-dress-pants
SEATTLE;10012-0000-111547;a128X00000DcdpNQAR;Anne Klein Womens Khaki Dress P ants;Anne Klein;womens-bottoms-dress-pants
SEATTLE;10012-0000-113439;a128X00000DcjFxQAJ;Anne Klein Women's Violet Pants Size 12;Anne Klein;womens-bottoms-dress-pants
SEATTLE;10012-0000-61769;a128X00000DMtUwQAL;Anne Klein Women's Tweed Jacket Black w/ Blue NWT;Anne Klein;womens-coats-jackets-jean
SEATTLE;10012-0000-106899;a128X00000EECrnQAH;Anne Klein B&W Dress Size Small NWT;Anne Klein;womens-dresses-long-sleeve
SEATTLE;10012-0000-47692;a128X00000DLhlAQAT;Anne Klein Grey cape/Jacket WMN Sz M;Anne Klein;womens-sweaters-crewneck
SEATTLE;10012-0000-95603;a128X00000EDjG5QAL;Anne Klein Black Stretchy Knit Open Front Blazer WM L;Anne Klein;womens-tops-blouses-button-ups
SEATTLE;10012-0000-57023;a128X00000DMVG3QAP;Anne Klein Striped Long sleeve Top Womens Size L;Anne Klein;womens-tops-blouses-long-sleeve
LOSANGELES;10014-0000-983;a128X00000DGdChQAL;Anne Klein Wide Leg Pants Small ;Anne Klein;womens-bottoms-dress-pants
LOSANGELES;10014-0000-1075;a128X00000DGdLyQAL;Anne Klein Women's Red Coat ;Anne Klein;womens-coats-jackets-peacoats
MILWAUKEE;10013-0000-4718;a128X00000CXycoQAD;Anthropologie Dear Creatures Tr inette Blue Check Dress Size Small;Anthropologie;womens-dresses-sleeveless
MILWAUKEE;10013-0000-3222;a128X00000CXwkRQAT;Anthropologie AKEMI + KIN Women 's Blue Oversized Lace Boho Top Sz XS;Anthropologie;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-3414;a128X00000CXwz7QAD;Anthropologie DOLAN Lucy Moss G reen Leopard Print Tank Size M;Anthropologie;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-7040;a128X00000CY1AFQA1;Anthropologie Maeve Women's Pin k Flowy Soft Tank Top Size M;Anthropologie;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-10010;a128X00000CY4WrQAL;Anthropologie Wrapped Asters Ta nk Top- Women Color: Beige Size: XS;Anthropologie;womens-tops-blouses-sleeveless
SEATTLE;10012-0000-64865;a128X00000DN8UxQAL;Anthropologie High-Rise Skinny Jeans Womens Size 29;Anthropologie;womens-bottoms-casual-pants
SEATTLE;10012-0000-106770;a128X00000EECWzQAP;Anthropologie Maeve Women's Jac quard Flare Pants Size 10 NWT;Anthropologie;womens-bottoms-casual-pants
SEATTLE;10012-0000-112053;a128X00000DcfY6QAJ;Anthropologie Pilcro Mint Cordu roy Pants Size 20W;Anthropologie;womens-bottoms-casual-pants
SEATTLE;10012-0000-111612;a128X00000DcdrFQAR;Anthropologie Womens Cargo Pant s;Anthropologie;womens-bottoms-casual-pants
SEATTLE;10012-0000-44517;a128X00000DLTRgQAP;Anthropology Wide Leg Side Butt on Striped Pants Size 2 w/Tags;Anthropologie;womens-bottoms-casual-pants
SEATTLE;10012-0000-101726;a128X00000EDyPuQAL;Anthropologie Black & Taupe Pat terned Fit & Flare Dress WM Size XS NWT;Anthropologie;womens-dresses-midi
SEATTLE;10012-0000-98557;a128X00000EDpDUQA1;Anthropologie Pilcro and the Le tterpress High Rise Skinny Jeans Size 28;Anthropologie;womens-jeans-jeggings
SEATTLE;10012-0000-98557;a128X00000EDpDUQA1;Anthropologie Pilcro and the Le tterpress Relaxed Straight Jeans Size 26;Anthropologie;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-102164;a128X00000EDzXCQA1;Anthropologie Bright Yellow Woo l Blend V Neck Sweater Size Small;Anthropologie;womens-sweaters-v-neck
SEATTLE;10012-0000-28363;a128X00000Dx3n5QAB;Anthropologie 9 of 52 Conversat ions Top WM 00;Anthropologie;womens-tops-blouses-button-ups
SEATTLE;10012-0000-53313;a128X00000DMEuxQAH;ANTHROPOLOGIE Travota Birds of Paradis Women's Cotton Long Sleeve Plaid Navy Maroon Button Down Top Size XS;Anthropologie;womens-tops-blouses-long-sleeve
LOSANGELES;10014-0000-917;a128X00000DGd6eQAD;Anthropologie Pants ;Anthropologie;womens-bottoms-casual-pants
LOSANGELES;10014-0000-132909;a128X00000E2yfAQAR;Anthropologie Women Multi Color Long Sleeve Dress S NWT;Anthropologie;womens-dresses-long-sleeve
COLORADO;10011-0000-21130;a128Z00000YEFBBQA5;Apt. 9 Men's Leather Jacket Siz e 46R;Apt. 9;mens-coats-jackets-bomber
COLORADO;10011-0000-3219;a128Z00000YDNRfQAP;Apt. 9 Men's Brown Boots Size 1 3M;Apt. 9;mens-shoes-boots
COLORADO;10011-0000-6304;a128Z00000YDcs8QAD;Apt. 9 Women's Gray Striped Lon g Sleeve Round Neck Pullover Sweater Size 3X;Apt. 9;womens-sweaters-crewneck
MILWAUKEE;10013-0000-19033;a128X00000CYFVCQA5;Apt. 9 Premier Flex Slim Fit Bl ack Khaki Pants Men's Size 34/32;Apt. 9;mens-bottoms-khakis-chinos
MILWAUKEE;10013-0000-19026;a128X00000CYFXgQAP;Apt. 9 Slim Fit Blue Khakis Men 's Size 29/30;Apt. 9;mens-bottoms-khakis-chinos
MILWAUKEE;10013-0000-5370;a128X00000CXzNpQAL;Apt. 9 Premier Flex Short Sleev e White Vneck Men's T Shirt Size Large;Apt. 9;mens-tops-shirts-casual
MILWAUKEE;10013-0000-7047;a128X00000CY1D9QAL;Apt. 9 Premier Flex SS Aqua Vne ck Men's T Shirt Size L NWT;Apt. 9;mens-tops-shirts-casual
MILWAUKEE;10013-0000-17669;a128X00000CYDrZQAX;Apt. 9 Black Zip Up Jacket w/ S equins Women's Size M;Apt. 9;womens-sweaters-cardigans-zip-ups
MILWAUKEE;10013-0000-2840;a128X00000CXwHeQAL;Apt. 9 Women's Green Cowl Neck Sweater Size Small;Apt. 9;womens-sweaters-collared
MILWAUKEE;10013-0000-22073;a128X00000CYIvCQAX;Apt. 9 Women's Knit Blazer Size Medium;Apt. 9;womens-sweaters-collared
MILWAUKEE;10013-0000-57757;a128X00000B8qBqQAJ;APT. 9 Leopard Sweater ;Apt. 9;womens-sweaters-crewneck
MILWAUKEE;10013-0000-16515;a128X00000CYCRaQAP;Apt. 9 Blue Blouse w/ Lace Slee ves Women's Size M;Apt. 9;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-15987;a128X00000CYBp2QAH;APT. 9 Women's Blue Ruffle Blou se sz S;Apt. 9;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-16517;a128X00000CYCRpQAP;Apt. 9 White Floral Button Up S hirt Women's Size M;Apt. 9;womens-tops-blouses-button-ups
MILWAUKEE;10013-0000-58598;a128X00000B8rAPQAZ;Apt. 9 Women's Blue Button Up R aglan Shirt Size L;Apt. 9;womens-tops-blouses-button-ups
MILWAUKEE;10013-0000-17732;a128X00000CYDxhQAH;Apt. 9 Women's Black Floral Pri nt Top Size 0X;Apt. 9;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-14047;a128X00000CY9S1QAL;Arden B. Ruffle Collar Women's Dress size S;Arden B.;womens-dresses-mini
SEATTLE;10012-0000-111233;a128X00000DcdNiQAJ;Arden B Black Polyester Embroid ered Size XS Tank Top;Arden B.;womens-tops-blouses-sleeveless
COLORADO;10011-0000-18210;a128Z00000YEAxfQAH;Ariat Cowboy Boots Men's Size 8 .5D;Ariat;mens-shoes-boots
COLORADO;10011-0000-18142;a128Z00000YEAupQAH;Ariat Men's Black Cowboy Boots Size 11;Ariat;mens-shoes-boots
COLORADO;10011-0000-4436;a128Z00000YDRXpQAP;Ariat Men's Brown Leather Roper Western Boots Size 9.5EE;Ariat;mens-shoes-boots
COLORADO;10011-0000-17101;a128Z00000YE9dtQAD;Ariat Men's Cowboy Boots Size 8 D;Ariat;mens-shoes-boots
COLORADO;10011-0000-232224;a128Z00000a4XLyQAM;Ariat Western Boots Men's Size 12 D;Ariat;mens-shoes-boots
COLORADO;10011-0000-4178;a128Z00000YDRFRQA5;Ariat Women's Paisley Cotton Sh irt Size M;Ariat;womens-tops-blouses-blouses
COLORADO;10011-0000-18263;a128Z00000YEAzqQAH;Ariat Clogs Women's Size 7 ;Ariat;womens-shoes
COLORADO;10011-0000-2562;a128Z00000YDLbuQAH;Ariat Women's Leather Mule Clog s Size 10B;Ariat;womens-shoes
COLORADO;10011-0000-7277;a128Z00000YDgOAQA1;Ariat Brown Leather Moc Toe Lac e Up Hiking Trail Boots Size 8.5B Luciabee's Closet;Ariat;womens-shoes-boots
COLORADO;10011-0000-7284;a128Z00000YDgPDQA1;Ariat Fatbaby Size 9.5B Pink Br own Leather Stockman Cowboy Western Boots Womens;Ariat;womens-shoes-boots
COLORADO;10011-0000-7410;a128Z00000YDgorQAD;Arizona Jean Co. Women's Sandal s Size 7;Arizona Jean Co.;womens-shoes-sandals
MILWAUKEE;10013-0000-20042;a128X00000CYGbkQAH;Arizona Blue Multi Plaid Print Snap Close Shirt Mens SZ M;Arizona Jean Co.;mens-tops-shirts-button-ups
MILWAUKEE;10013-0000-3510;a128X00000CXx7uQAD;Armani Collezioni  - Women Colo r: Grey Pants Size: 8;Armani;womens-bottoms-dress-pants
MILWAUKEE;10013-0000-17675;a128X00000CYDs8QAH;Armani Jeans Women's Red Half B utton-Up Polo Size L;Armani;womens-tops-blouses-button-ups
SEATTLE;10012-0000-42924;a128X00000DLHeUQAX;Armani Collezioni Long Sleeve B utton Up Shirt Sz L;Armani;mens-tops-shirts-dress-shirts
LOSANGELES;10014-0000-10475;a128X00000DGovYQAT;Armanzi Collezioni Women Blazer Black 12;Armani;womens-coats-jackets-peacoats
MILWAUKEE;10013-0000-21786;a128X00000CYIZuQAP;Armani Exchange Orange Red Long Sleeve Dress Women's Size 0;Armani Exchange;womens-dresses-long-sleeve
MILWAUKEE;10013-0000-4315;a128X00000CXy8eQAD;Armani Exchange Embellished Bla ck T Shirt Size Small;Armani Exchange;womens-tops-blouses-t-shirts
SEATTLE;10012-0000-69309;a128X00000DNbgNQAT;Armani Exchange Women's Size 32 Straight Black Jeans;Armani Exchange;womens-bottoms-casual-pants
SEATTLE;10012-0000-42895;a128X00000DLHXWQA5;Armani Exchange Black Stretchy Dress Pants WM 6;Armani Exchange;womens-bottoms-dress-pants
SEATTLE;10012-0000-65095;a128X00000DNAKOQA5;Armani Exchange J130 Ultra Slim Short Blue Jeans WMN Sz 33;Armani Exchange;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-61825;a128X00000DMtjwQAD;Armani Exchange Women's Jeans 2 9 Short;Armani Exchange;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-95783;a128X00000EDjfbQAD;Armani Exchange White Key Hole L/S Stretchy Top WM M;Armani Exchange;womens-tops-blouses-long-sleeve
LOSANGELES;10014-0000-59850;a128X00000DtGCtQAN;Armani Exchange Women White 12 ;Armani Exchange;womens-bottoms-casual-pants
LOSANGELES;10014-0000-106903;a128X00000DuDMdQAN;Armani Exchange Women Black Cro ssover Blouse S;Armani Exchange;womens-tops-blouses-blouses
COLORADO;10011-0000-14024;a128Z00000YE0SYQA1;Asics Endurant Running Shoes Me n's 9.5;Asics;mens-shoes-sneakers-athletic
COLORADO;10011-0000-3366;a128Z00000YDNwYQAX;Asics Gel-Venture 5 Men's Blue Trail Sneakers Size 12;Asics;mens-shoes-sneakers-athletic
COLORADO;10011-0000-20834;a128Z00000YEECgQAP;Asics GT 2000 6 Sneaker Shoes S ize 7.5;Asics;mens-shoes-sneakers-athletic
COLORADO;10011-0000-3155;a128Z00000YDNBSQA5;Asics Running Shoes Men's Size 8;Asics;mens-shoes-sneakers-athletic
COLORADO;10011-0000-158355;a128Z00000ZQKsBQAX;Asics Shoes Men's Size 13 ;Asics;mens-shoes-sneakers-athletic
COLORADO;10011-0000-4406;a128Z00000YDRW8QAP;Asics Gel-Nimbus 21 Women's Pin k Running Shoes Size 9.5;Asics;womens-shoes-sneakers
COLORADO;10011-0000-199190;a128Z00000ZtRuPQAV;Asics Running Shoes Womens Size 8;Asics;womens-shoes-sneakers
COLORADO;10011-0000-2904;a128Z00000YDMsBQAX;Asics Women's Black Running Sho es Size 9.5;Asics;womens-shoes-sneakers
MILWAUKEE;10013-0000-14807;a128X00000CYANCQA5;ASICS Women's D1 Black Athletic Crop Leggings Size Small;Asics;womens-activewear-leggings
MILWAUKEE;10013-0000-16566;a128X00000CYCUfQAP;Asics Black Athletic Pants Wome n's Size M;Asics;womens-bottoms-casual-pants
SEATTLE;10012-0000-8406;a128X00000DSBzTQAX;Asic Lytetrac Size 7 Orange & W hite Distance Running Sneakers;Asics;womens-shoes-sneakers
MILWAUKEE;10013-0000-19091;a128X00000CYFaSQAX;Asos Design Black Sleeveless Cr ew Neck Shirt Women's Size 4;ASOS;womens-tops-blouses-sleeveless
SEATTLE;10012-0000-17535;a128X00000DSqjGQAT;Asos Womens Beige Fleece Pocket long Sleeve Collared Trucker Jacket Size 8;ASOS;mens-coats-jackets-fleece-nylon
SEATTLE;10012-0000-54713;a128X00000DMKEXQA5;ASOS Design Ribbed Flare Pants WMN Sz  12;ASOS;womens-bottoms-casual-pants
SEATTLE;10012-0000-48802;a128X00000DLr4rQAD;Asos Black & Gray Faux Snake Pa tterned Pants WM Size L NWT;ASOS;womens-bottoms-dress-pants
COLORADO;10011-0000-18548;a128Z00000YEBBIQA5;Athleta Womens Gray Pockets Ela stic Waist Activewear Cropped Leggings Size S;Athleta;womens-activewear-leggings
MILWAUKEE;10013-0000-11503;a128X00000CY6M5QAL;Athletic Works Half- Zip Sweate r Unisex Brown Mocha 2XL;Athleta;mens-tops-shirts-casual
MILWAUKEE;10013-0000-57766;a128X00000B8qCPQAZ;ATHLETA Women Leggings Retreat Chaturanga Tight Green;Athleta;womens-activewear-leggings
MILWAUKEE;10013-0000-19216;a128X00000CYFlTQAX;Athletic Works Women's Blue Hea ther Stretch Leggings Size S 4-6;Athleta;womens-activewear-leggings
MILWAUKEE;10013-0000-15122;a128X00000CYAkzQAH;Athleta Women's Paisley Tinker Drawstring Racerback Tank Size M;Athleta;womens-activewear-tops
MILWAUKEE;10013-0000-13898;a128X00000CY9IaQAL;Athleta Women's Athletic Croppe d Leggings Size XXS;Athleta;womens-bottoms-casual-pants
MILWAUKEE;10013-0000-13292;a128X00000CY8cKQAT;Athleta Women's Black Track Pan ts sz 6;Athleta;womens-bottoms-casual-pants
MILWAUKEE;10013-0000-64750;a128X00000B8ybTQAR;Athleta Women's Beige/Tan Wande r Stash Casual Dress Skinny Stretch Pants Size 10;Athleta;womens-bottoms-dress-pants
MILWAUKEE;10013-0000-12207;a128X00000CY7DiQAL;Athleta V Neck Solid Black Dres s Size Small;Athleta;womens-dresses-mini
MILWAUKEE;10013-0000-13401;a128X00000CY8lgQAD;Athleta Women's Jeans Size 0 ;Athleta;womens-jeans-straight-boyfriend
MILWAUKEE;10013-0000-13230;a128X00000CY8WqQAL;Athleta Women's White Collared Sleeveless Top sz XXS;Athleta;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-4370;a128X00000CXyCgQAL;Athleta Blue Long-sleeved Shirt Womens Size Medium;Athleta;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-16189;a128X00000CYC3nQAH;Athletic Works Women's Pink Lon g Sleeved Shirt Size M;Athleta;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-59803;a128X00000B8sjGQAR;Athleta Women's Black Top Tanks Size: L;Athleta;womens-tops-blouses-sleeveless
SEATTLE;10012-0000-73407;a128X00000DNuyXQAT;Athleta Accelerate Teal Crop Yo ga Pant;Athleta;womens-activewear-leggings
SEATTLE;10012-0000-81112;a128X00000DOU6EQAX;Athleta Black Crop Yoga Pant ;Athleta;womens-activewear-leggings
SEATTLE;10012-0000-39190;a128X00000DKzOdQAL;Athleta Grey Nylon Drawstring J ogger WM 2P;Athleta;womens-activewear-leggings
SEATTLE;10012-0000-54680;a128X00000DMKAQQA5;Athleta Cream Cargo/Athletic Pa nts WMN SZ 2;Athleta;womens-bottoms-casual-pants
SEATTLE;10012-0000-76132;a128X00000DO8X9QAL;Athleta Grey Leggings WMN Sz XX S;Athleta;womens-bottoms-casual-pants
SEATTLE;10012-0000-108429;a128X00000DcH6cQAF;Athleta Pants Sz 10 ;Athleta;womens-bottoms-casual-pants
SEATTLE;10012-0000-108204;a128X00000DcGgsQAF;Athleta Pants Sz MT ;Athleta;womens-bottoms-casual-pants
SEATTLE;10012-0000-50270;a128X00000DLyRGQA1;Athleta Brown Sweatshirt Dress WMN Sz M;Athleta;womens-dresses-maxi
SEATTLE;10012-0000-106369;a128X00000EEBJ8QAP;Athleta Skulptek Slim Straight Agate Wash Jeans Size 10 NWT;Athleta;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-106366;a128X00000EEBIyQAP;Athleta Women's Lapis Wash Jean s Size 10 NWT;Athleta;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-94838;a128X00000EDgm2QAD;Athleta Black Knit V-Neck L/S S weater WM M;Athleta;womens-sweaters-v-neck
SEATTLE;10012-0000-111515;a128X00000DcdkdQAB;Athleta Gray Polyester/Modal Si ze M V-Neck Top;Athleta;womens-sweaters-v-neck
SEATTLE;10012-0000-47441;a128X00000DLh1oQAD;Athleta Crimson/Blue Tanktop WM N Sz XS;Athleta;womens-tops-blouses-sleeveless
SEATTLE;10012-0000-65550;a128X00000DNBsZQAX;Athleta Red Size XS Sleeveless Crew Neck Wide Strap Pullover Tank Top;Athleta;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-6066;a128X00000CY0AwQAL;Badgley Mischka Yoselin Champag ne Flats Size 6.5;Badgley Mischka;womens-shoes
MILWAUKEE;10013-0000-12000;a128X00000CY6xzQAD;Badgley Mischka Women's Size 10 Flash Ankle Strap Pointed Toe High Heel;Badgley Mischka;womens-shoes-heels
SEATTLE;10012-0000-47462;a128X00000DLh5bQAD;Bally Men's Gavino Leather Low- Top Sneakers Size 8.5;Bally;mens-shoes-sneakers-athletic
LOSANGELES;10014-0000-118006;a128X00000DuREOQA3;Bally Free Trainer Women's Sz 7 .5 Black;Bally;womens-shoes-sneakers
COLORADO;10011-0000-183518;a128Z00000Znq1JQAR;Banana Republic Men's Brown Lea ther Loafers Size 8M;Banana Republic;mens-shoes-loafers-slip-ons
COLORADO;10011-0000-101601;a128Z00000YQef1QAD;Banana Republic Women's Black W ool Blend Slacks  Size 8;Banana Republic;womens-bottoms-dress-pants
COLORADO;10011-0000-11936;a128Z00000YDtzOQAT;Banana Republic Womens Brown 2 Button Flat Front Flared Leg Dress Pant Size 8;Banana Republic;womens-bottoms-dress-pants
COLORADO;10011-0000-3034;a128Z00000YDN6EQAX;Banana Republic Women's Black S kirt Size 6;Banana Republic;womens-bottoms-skirts
COLORADO;10011-0000-7604;a128Z00000YDibQQAT;Banana Republic Women's Black J acket Size Medium;Banana Republic;womens-coats-jackets-jean
COLORADO;10011-0000-201830;a128Z00000ZuLc9QAF;Banana Republic Women's Brown S weater Dress Size XS New;Banana Republic;womens-dresses-long-sleeve
COLORADO;10011-0000-7158;a128Z00000YDfqwQAD;Banana Republic Women's Blue Pl aid Dress Size 6;Banana Republic;womens-dresses-midi
COLORADO;10011-0000-202567;a128Z00000ZueZSQAZ;Banana Republic Women's Blue Wo ol Long Sleeve Sweater;Banana Republic;womens-sweaters-v-neck
COLORADO;10011-0000-24099;a128Z00000YELPMQA5;Banana Republic Women's Block H eel Open Toe Pumps Size 9M;Banana Republic;womens-shoes-heels
COLORADO;10011-0000-209575;a128Z00000Zx9BZQAZ;Banana Republic Women's Daphne Shoeti Black Pump Heels Size 7M In Box;Banana Republic;womens-shoes-heels
COLORADO;10011-0000-22314;a128Z00000YEHxpQAH;Banana Republic Women's Heels S ize 7.5M;Banana Republic;womens-shoes-heels
MILWAUKEE;10013-0000-21189;a128X00000CYHs2QAH;Banana Republic Long Sleeve Hoo die Size L;Banana Republic;mens-athletic-apparel-hoodies-pullovers
MILWAUKEE;10013-0000-12650;a128X00000CY7pXQAT;Banana Republic Men's Gray Dres s Pants Size 32 x 32;Banana Republic;mens-bottoms-dress-pants
MILWAUKEE;10013-0000-12686;a128X00000CY7ozQAD;Banana Republic Men's Tan Chino Pants Size 32 x 34;Banana Republic;mens-bottoms-dress-pants
MILWAUKEE;10013-0000-19768;a128X00000CYGN3QAP;Banana Republic Mens Jeans ;Banana Republic;mens-bottoms-jeans-corduroys
MILWAUKEE;10013-0000-17773;a128X00000CYE0XQAX;Banana Republic Men's Chino Pan ts Size 36 x 34;Banana Republic;mens-bottoms-khakis-chinos
MILWAUKEE;10013-0000-11274;a128X00000CY64VQAT;Banana Republic Men's Size 30 L inen Blend Tan Shorts;Banana Republic;mens-bottoms-shorts
